TargetID,TargetModel,FeatureSet,Run,TPSyn,FPSyn,AdvantageSyn,AdvantageRaw,PrivacyGain
ID624,IndependentHistogram,Naive,0,0.5,0.3,0.2,1,0.8
ID624,IndependentHistogram,Naive,1,0.4,0.6,-0.2,1,1.2
ID624,IndependentHistogram,Naive,2,0.3,0.6,-0.3,1,1.3
ID624,IndependentHistogram,Naive,3,0.4,0.4,0,1,1
ID624,IndependentHistogram,Naive,4,0.3,0.2,0.1,1,0.9
ID624,IndependentHistogram,Naive,5,0.4,0.4,0,1,1
ID624,IndependentHistogram,Naive,6,0.1,0,0.1,1,0.9
ID624,IndependentHistogram,Naive,7,0.4,0.5,-0.1,1,1.1
ID624,IndependentHistogram,Naive,8,0.6,0.7,-0.1,1,1.1
ID624,IndependentHistogram,Naive,9,0.5,0.7,-0.2,1,1.2
ID624,PrivBayesEps1.0,Correlations,0,1,0.6,0.4,1,0.6
ID624,PrivBayesEps1.0,Correlations,1,1,0.7,0.3,1,0.7
ID624,PrivBayesEps1.0,Correlations,2,0.5,0.6,-0.1,1,1.1
ID624,PrivBayesEps1.0,Correlations,3,0.8,0.3,0.5,1,0.5
ID624,PrivBayesEps1.0,Correlations,4,0,0.6,-0.6,1,1.6
ID624,PrivBayesEps1.0,Correlations,5,0.5,0,0.5,1,0.5
ID624,PrivBayesEps1.0,Correlations,6,0.3,0.6,-0.3,1,1.3
ID624,PrivBayesEps1.0,Correlations,7,0.6,0.4,0.2,1,0.8
ID624,PrivBayesEps1.0,Correlations,8,0.7,0,0.7,1,0.3
ID624,PrivBayesEps1.0,Correlations,9,0.9,0.4,0.5,1,0.5
ID624,PrivBayesEps1.0,Histogram,0,0.3,0.1,0.2,1,0.8
ID624,PrivBayesEps1.0,Histogram,1,0.5,0.4,0.1,1,0.9
ID624,PrivBayesEps1.0,Histogram,2,0.3,0.5,-0.2,1,1.2
ID624,PrivBayesEps1.0,Histogram,3,0.4,0.8,-0.4,1,1.4
ID624,PrivBayesEps1.0,Histogram,4,0.5,0.1,0.4,1,0.6
ID624,PrivBayesEps1.0,Histogram,5,0.2,0.5,-0.3,1,1.3
ID624,PrivBayesEps1.0,Histogram,6,0.3,0.8,-0.5,1,1.5
ID624,PrivBayesEps1.0,Histogram,7,0.3,0.2,0.1,1,0.9
ID624,PrivBayesEps1.0,Histogram,8,0.1,0.4,-0.3,1,1.3
ID624,PrivBayesEps1.0,Histogram,9,0.4,0.4,0,1,1
ID624,PrivBayesEps1.0,Naive,0,0.1,0.5,-0.4,1,1.4
ID624,PrivBayesEps1.0,Naive,1,0.8,0.6,0.2,1,0.8
ID624,PrivBayesEps1.0,Naive,2,0.4,0.1,0.3,1,0.7
ID624,PrivBayesEps1.0,Naive,3,0.3,0.9,-0.6,1,1.6
ID624,PrivBayesEps1.0,Naive,4,1,0.9,0.1,1,0.9
ID624,PrivBayesEps1.0,Naive,5,0.6,0.6,0,1,1
ID624,PrivBayesEps1.0,Naive,6,0.1,0.8,-0.7,1,1.7
ID624,PrivBayesEps1.0,Naive,7,1,0.3,0.7,1,0.3
ID624,PrivBayesEps1.0,Naive,8,0.2,0.8,-0.6,1,1.6
ID624,PrivBayesEps1.0,Naive,9,0,0.8,-0.8,1,1.8
ID742,BayesianNet,Correlations,0,0.4,0,0.4,1,0.6
ID742,BayesianNet,Correlations,1,0.2,0.5,-0.3,1,1.3
ID742,BayesianNet,Correlations,2,0.3,0.5,-0.2,1,1.2
ID742,BayesianNet,Correlations,3,0.4,0.4,0,1,1
ID742,BayesianNet,Correlations,4,0.3,0.2,0.1,1,0.9
ID742,BayesianNet,Correlations,5,0.7,0.2,0.5,1,0.5
ID742,BayesianNet,Correlations,6,0.6,0.8,-0.2,1,1.2
ID742,BayesianNet,Correlations,7,0.4,0.5,-0.1,1,1.1
ID742,BayesianNet,Correlations,8,0,0.4,-0.4,1,1.4
ID742,BayesianNet,Correlations,9,0.5,0.4,0.1,1,0.9
ID742,BayesianNet,Histogram,0,0.2,0.1,0.1,1,0.9
ID742,BayesianNet,Histogram,1,0.4,0.5,-0.1,1,1.1
ID742,BayesianNet,Histogram,2,0.9,1,-0.1,1,1.1
ID742,BayesianNet,Histogram,3,0.2,0.7,-0.5,1,1.5
ID742,BayesianNet,Histogram,4,0.7,0.6,0.1,1,0.9
ID742,BayesianNet,Histogram,5,0.5,0.5,0,1,1
ID742,BayesianNet,Histogram,6,0.4,0.5,-0.1,1,1.1
ID742,BayesianNet,Histogram,7,0.5,0.8,-0.3,1,1.3
ID742,BayesianNet,Histogram,8,0.5,0.3,0.2,1,0.8
ID742,BayesianNet,Histogram,9,0.9,0.7,0.2,1,0.8
ID742,BayesianNet,Naive,0,0.5,0.4,0.1,1,0.9
ID742,BayesianNet,Naive,1,0.6,0.2,0.4,1,0.6
ID742,BayesianNet,Naive,2,0.2,0.2,0,1,1
ID742,BayesianNet,Naive,3,0.4,0.4,0,1,1
ID742,BayesianNet,Naive,4,0.3,0.2,0.1,1,0.9
ID742,BayesianNet,Naive,5,0.8,0.6,0.2,1,0.8
ID742,BayesianNet,Naive,6,0.4,0.2,0.2,1,0.8
ID742,BayesianNet,Naive,7,0.4,0.5,-0.1,1,1.1
ID742,BayesianNet,Naive,8,0.6,0.9,-0.3,1,1.3
ID742,BayesianNet,Naive,9,0.9,0.8,0.1,1,0.9
ID742,IndependentHistogram,Correlations,0,0.4,0.7,-0.3,1,1.3
ID742,IndependentHistogram,Correlations,1,0.6,0.5,0.1,1,0.9
ID742,IndependentHistogram,Correlations,2,0.6,0.6,0,1,1
ID742,IndependentHistogram,Correlations,3,0.3,0.4,-0.1,1,1.1
ID742,IndependentHistogram,Correlations,4,0.4,0.5,-0.1,1,1.1
ID742,IndependentHistogram,Correlations,5,0.6,0.7,-0.1,1,1.1
ID742,IndependentHistogram,Correlations,6,0.4,0.6,-0.2,1,1.2
ID742,IndependentHistogram,Correlations,7,0.4,0.5,-0.1,1,1.1
ID742,IndependentHistogram,Correlations,8,0.5,0.4,0.1,1,0.9
ID742,IndependentHistogram,Correlations,9,0.4,0.7,-0.3,1,1.3
ID742,IndependentHistogram,Histogram,0,0.3,0.2,0.1,1,0.9
ID742,IndependentHistogram,Histogram,1,0.4,0.5,-0.1,1,1.1
ID742,IndependentHistogram,Histogram,2,0.6,0.3,0.3,1,0.7
ID742,IndependentHistogram,Histogram,3,0.2,0.4,-0.2,1,1.2
ID742,IndependentHistogram,Histogram,4,0.1,0.1,0,1,1
ID742,IndependentHistogram,Histogram,5,0.6,0.3,0.3,1,0.7
ID742,IndependentHistogram,Histogram,6,0.2,0,0.2,1,0.8
ID742,IndependentHistogram,Histogram,7,0.4,0.9,-0.5,1,1.5
ID742,IndependentHistogram,Histogram,8,0.4,0.7,-0.3,1,1.3
ID742,IndependentHistogram,Histogram,9,0.5,0.2,0.3,1,0.7
ID742,IndependentHistogram,Naive,0,0.8,0.9,-0.1,1,1.1
ID742,IndependentHistogram,Naive,1,0.9,0.8,0.1,1,0.9
ID742,IndependentHistogram,Naive,2,0.8,0.9,-0.1,1,1.1
ID742,IndependentHistogram,Naive,3,0.7,0.6,0.1,1,0.9
ID742,IndependentHistogram,Naive,4,0.4,0.3,0.1,1,0.9
ID742,IndependentHistogram,Naive,5,0.9,0.9,0,1,1
ID742,IndependentHistogram,Naive,6,0.3,0.6,-0.3,1,1.3
ID742,IndependentHistogram,Naive,7,0.9,0.9,0,1,1
ID742,IndependentHistogram,Naive,8,0.9,0.6,0.3,1,0.7
ID742,IndependentHistogram,Naive,9,1,0.9,0.1,1,0.9
ID742,PrivBayesEps1.0,Correlations,0,0,0.4,-0.4,1,1.4
ID742,PrivBayesEps1.0,Correlations,1,0.9,0.1,0.8,1,0.2
ID742,PrivBayesEps1.0,Correlations,2,0.1,0.3,-0.2,1,1.2
ID742,PrivBayesEps1.0,Correlations,3,0,0.9,-0.9,1,1.9
ID742,PrivBayesEps1.0,Correlations,4,0,1,-1,1,2
ID742,PrivBayesEps1.0,Correlations,5,0.9,0,0.9,1,0.1
ID742,PrivBayesEps1.0,Correlations,6,0.7,0.6,0.1,1,0.9
ID742,PrivBayesEps1.0,Correlations,7,0.7,0.3,0.4,1,0.6
ID742,PrivBayesEps1.0,Correlations,8,0.1,0.2,-0.1,1,1.1
ID742,PrivBayesEps1.0,Correlations,9,0.2,0.3,-0.1,1,1.1
ID742,PrivBayesEps1.0,Histogram,0,0.8,0.7,0.1,1,0.9
ID742,PrivBayesEps1.0,Histogram,1,0.2,0.8,-0.6,1,1.6
ID742,PrivBayesEps1.0,Histogram,2,0.3,1,-0.7,1,1.7
ID742,PrivBayesEps1.0,Histogram,3,0.2,0.7,-0.5,1,1.5
ID742,PrivBayesEps1.0,Histogram,4,0.5,0.2,0.3,1,0.7
ID742,PrivBayesEps1.0,Histogram,5,0.4,0.9,-0.5,1,1.5
ID742,PrivBayesEps1.0,Histogram,6,0,0.3,-0.3,1,1.3
ID742,PrivBayesEps1.0,Histogram,7,0.4,0.1,0.3,1,0.7
ID742,PrivBayesEps1.0,Histogram,8,0.8,0.2,0.6,1,0.4
ID742,PrivBayesEps1.0,Histogram,9,0.3,0.8,-0.5,1,1.5
ID742,PrivBayesEps1.0,Naive,0,0.8,0.8,0,1,1
ID742,PrivBayesEps1.0,Naive,1,0.6,0.2,0.4,1,0.6
ID742,PrivBayesEps1.0,Naive,2,0.2,0.6,-0.4,1,1.4
ID742,PrivBayesEps1.0,Naive,3,0.1,0.3,-0.2,1,1.2
ID742,PrivBayesEps1.0,Naive,4,0.6,0,0.6,1,0.4
ID742,PrivBayesEps1.0,Naive,5,0.2,0,0.2,1,0.8
ID742,PrivBayesEps1.0,Naive,6,1,0.3,0.7,1,0.3
ID742,PrivBayesEps1.0,Naive,7,0,0.1,-0.1,1,1.1
ID742,PrivBayesEps1.0,Naive,8,1,0,1,1,0
ID742,PrivBayesEps1.0,Naive,9,0,0.1,-0.1,1,1.1
ID926,BayesianNet,Correlations,0,1,0.8,0.2,1,0.8
ID926,BayesianNet,Correlations,1,0.2,0.8,-0.6,1,1.6
ID926,BayesianNet,Correlations,2,0.4,0.1,0.3,1,0.7
ID926,BayesianNet,Correlations,3,0.6,0.7,-0.1,1,1.1
ID926,BayesianNet,Correlations,4,0.7,0.8,-0.1,1,1.1
ID926,BayesianNet,Correlations,5,0.5,0.2,0.3,1,0.7
ID926,BayesianNet,Correlations,6,0.8,1,-0.2,1,1.2
ID926,BayesianNet,Correlations,7,0.2,0.3,-0.1,1,1.1
ID926,BayesianNet,Correlations,8,0.4,0.4,0,1,1
ID926,BayesianNet,Correlations,9,0.3,0.3,0,1,1
ID926,BayesianNet,Histogram,0,0.2,0.3,-0.1,1,1.1
ID926,BayesianNet,Histogram,1,0.8,0.7,0.1,1,0.9
ID926,BayesianNet,Histogram,2,0.7,0.5,0.2,1,0.8
ID926,BayesianNet,Histogram,3,0.3,0.4,-0.1,1,1.1
ID926,BayesianNet,Histogram,4,0.9,1,-0.1,1,1.1
ID926,BayesianNet,Histogram,5,0.6,0.5,0.1,1,0.9
ID926,BayesianNet,Histogram,6,0.8,0.9,-0.1,1,1.1
ID926,BayesianNet,Histogram,7,0.5,0.4,0.1,1,0.9
ID926,BayesianNet,Histogram,8,0.1,0,0.1,1,0.9
ID926,BayesianNet,Histogram,9,0.7,0.3,0.4,1,0.6
ID926,BayesianNet,Naive,0,0.6,0.4,0.2,1,0.8
ID926,BayesianNet,Naive,1,0.4,0.5,-0.1,1,1.1
ID926,BayesianNet,Naive,2,0.4,0.5,-0.1,1,1.1
ID926,BayesianNet,Naive,3,0.3,0.2,0.1,1,0.9
ID926,BayesianNet,Naive,4,0.4,0.3,0.1,1,0.9
ID926,BayesianNet,Naive,5,0.4,0.4,0,1,1
ID926,BayesianNet,Naive,6,0.9,0.9,0,1,1
ID926,BayesianNet,Naive,7,0.3,0.7,-0.4,1,1.4
ID926,BayesianNet,Naive,8,0.4,0.4,0,1,1
ID926,BayesianNet,Naive,9,0.4,0.6,-0.2,1,1.2
ID926,IndependentHistogram,Correlations,0,0.4,0.6,-0.2,1,1.2
ID926,IndependentHistogram,Correlations,1,0.6,0.2,0.4,1,0.6
ID926,IndependentHistogram,Correlations,2,0.6,0.4,0.2,1,0.8
ID926,IndependentHistogram,Correlations,3,0.3,0.3,0,1,1
ID926,IndependentHistogram,Correlations,4,0.3,0.5,-0.2,1,1.2
ID926,IndependentHistogram,Correlations,5,0.3,0.5,-0.2,1,1.2
ID926,IndependentHistogram,Correlations,6,0.3,0.4,-0.1,1,1.1
ID926,IndependentHistogram,Correlations,7,0.5,0.3,0.2,1,0.8
ID926,IndependentHistogram,Correlations,8,0.5,0.6,-0.1,1,1.1
ID926,IndependentHistogram,Correlations,9,0.3,0.4,-0.1,1,1.1
ID926,IndependentHistogram,Histogram,0,0.5,0.6,-0.1,1,1.1
ID926,IndependentHistogram,Histogram,1,0.7,0.5,0.2,1,0.8
ID926,IndependentHistogram,Histogram,2,1,0.6,0.4,1,0.6
ID926,IndependentHistogram,Histogram,3,0.5,0.5,0,1,1
ID926,IndependentHistogram,Histogram,4,0.7,0.7,0,1,1
ID926,IndependentHistogram,Histogram,5,0.4,0.4,0,1,1
ID926,IndependentHistogram,Histogram,6,0,0,0,1,1
ID926,IndependentHistogram,Histogram,7,0.3,0.4,-0.1,1,1.1
ID926,IndependentHistogram,Histogram,8,0.5,0.7,-0.2,1,1.2
ID926,IndependentHistogram,Histogram,9,0.4,0.3,0.1,1,0.9
ID926,IndependentHistogram,Naive,0,0.6,0.3,0.3,1,0.7
ID926,IndependentHistogram,Naive,1,0.8,0.5,0.3,1,0.7
ID926,IndependentHistogram,Naive,2,0.7,0.6,0.1,1,0.9
ID926,IndependentHistogram,Naive,3,0.3,0.5,-0.2,1,1.2
ID926,IndependentHistogram,Naive,4,0.6,0.6,0,1,1
ID926,IndependentHistogram,Naive,5,0.6,0.3,0.3,1,0.7
ID926,IndependentHistogram,Naive,6,0.7,0.8,-0.1,1,1.1
ID926,IndependentHistogram,Naive,7,0.9,0.6,0.3,1,0.7
ID926,IndependentHistogram,Naive,8,0.8,0.4,0.4,1,0.6
ID926,IndependentHistogram,Naive,9,0.8,0.3,0.5,1,0.5
ID926,PrivBayesEps1.0,Correlations,0,0.6,0.8,-0.2,1,1.2
ID926,PrivBayesEps1.0,Correlations,1,0.5,0.8,-0.3,1,1.3
ID926,PrivBayesEps1.0,Correlations,2,0.8,0.5,0.3,1,0.7
ID926,PrivBayesEps1.0,Correlations,3,0.3,0.9,-0.6,1,1.6
ID926,PrivBayesEps1.0,Correlations,4,0.4,0.6,-0.2,1,1.2
ID926,PrivBayesEps1.0,Correlations,5,1,1,0,1,1
ID926,PrivBayesEps1.0,Correlations,6,1,0.2,0.8,1,0.2
ID926,PrivBayesEps1.0,Correlations,7,0.8,1,-0.2,1,1.2
ID926,PrivBayesEps1.0,Correlations,8,0.4,0.5,-0.1,1,1.1
ID926,PrivBayesEps1.0,Correlations,9,0.1,0.6,-0.5,1,1.5
ID926,PrivBayesEps1.0,Histogram,0,0.4,0.4,0,1,1
ID926,PrivBayesEps1.0,Histogram,1,1,0.4,0.6,1,0.4
ID926,PrivBayesEps1.0,Histogram,2,0.4,1,-0.6,1,1.6
ID926,PrivBayesEps1.0,Histogram,3,0.7,0.6,0.1,1,0.9
ID926,PrivBayesEps1.0,Histogram,4,0.6,0.7,-0.1,1,1.1
ID926,PrivBayesEps1.0,Histogram,5,0.5,0.5,0,1,1
ID926,PrivBayesEps1.0,Histogram,6,0.5,0.6,-0.1,1,1.1
ID926,PrivBayesEps1.0,Histogram,7,0.7,0.6,0.1,1,0.9
ID926,PrivBayesEps1.0,Histogram,8,0.5,0.6,-0.1,1,1.1
ID926,PrivBayesEps1.0,Histogram,9,0.1,0.7,-0.6,1,1.6
ID926,PrivBayesEps1.0,Naive,0,0.2,0.3,-0.1,1,1.1
ID926,PrivBayesEps1.0,Naive,1,0.9,0.3,0.6,1,0.4
ID926,PrivBayesEps1.0,Naive,2,0.7,0.7,0,1,1
ID926,PrivBayesEps1.0,Naive,3,0.7,0.3,0.4,1,0.6
ID926,PrivBayesEps1.0,Naive,4,0.8,1,-0.2,1,1.2
ID926,PrivBayesEps1.0,Naive,5,0.9,0.6,0.3,1,0.7
ID926,PrivBayesEps1.0,Naive,6,0.6,1,-0.4,1,1.4
ID926,PrivBayesEps1.0,Naive,7,0.8,0.1,0.7,1,0.3
ID926,PrivBayesEps1.0,Naive,8,0.2,0.4,-0.2,1,1.2
ID926,PrivBayesEps1.0,Naive,9,0,0.7,-0.7,1,1.7
